
1613817094.808801|nn|Covid-19_ICU_Admission|{'activation': 'logistic', 'alpha': 1e-06, 'hidden_layer_sizes': (20,), 'learning_rate_init': 0.002}|0.8678260869565217|0.8765217391304347|accuracy|3.8646011352539062|0.0166168212890625|0.9634464751958225|0.0028429031372070312
1613817475.5173151|knn|Covid-19_ICU_Admission|{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}|0.8208695652173913|0.8591304347826086|accuracy|0.009933948516845703|0.24962210655212402|0.9738903394255874|0.15349721908569336
1613818502.613898|svm_rbf|Covid-19_ICU_Admission|{'C': 2.251, 'class_weight': 'balanced', 'kernel': 'rbf', 'max_iter': -1, 'tol': 0.01000001}|0.8660869565217392|0.8521739130434782|accuracy|1.6355080604553223|0.10379815101623535|0.8276762402088773|0.06577515602111816
1613819259.901322|svm_sigmoid|Covid-19_ICU_Admission|{'C': 0.251, 'class_weight': None, 'kernel': 'sigmoid', 'max_iter': -1, 'tol': 0.050000010000000004}|0.7895652173913044|0.8330434782608696|accuracy|1.2222950458526611|0.08359122276306152|0.8302872062663186|0.05517911911010742
1613819498.8611531|dt|Covid-19_ICU_Admission|{'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1}|0.8208695652173913|0.8365217391304348|accuracy|0.05653882026672363|0.003420114517211914|0.95822454308094|0.002498149871826172
1613822740.8430521|ada|Covid-19_ICU_Admission|{'base_estimator__max_depth': 4, 'learning_rate': 0.04, 'n_estimators': 80}|0.8608695652173913|0.8678260869565217|accuracy|2.541433095932007|0.02872300148010254|0.9608355091383812|0.019190073013305664
1613884670.545536|nn|Credit_Card_Approval|{'activation': 'relu', 'alpha': 0.31622776601683794, 'hidden_layer_sizes': (5,), 'learning_rate_init': 0.008}|0.8599033816425121|0.8840579710144928|accuracy|0.3555588722229004|0.006114959716796875|0|0
1613884724.021941|knn|Credit_Card_Approval|{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}|0.6859903381642513|0.7391304347826086|accuracy|0.003370046615600586|0.011805057525634766|0|0
1613884763.049742|svm_rbf|Credit_Card_Approval|{'C': 0.501, 'class_weight': None, 'kernel': 'rbf', 'max_iter': -1, 'tol': 0.07000001}|0.8888888888888888|0.8792270531400966|accuracy|0.02599811553955078|0.0019741058349609375|0|0
1613884793.575456|svm_sigmoid|Credit_Card_Approval|{'C': 0.501, 'class_weight': None, 'kernel': 'sigmoid', 'max_iter': -1, 'tol': 0.06000001}|0.8309178743961353|0.8647342995169082|accuracy|0.025558948516845703|0.0017900466918945312|0|0
1613884958.38659|dt|Credit_Card_Approval|{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 23}|0.8357487922705314|0.8405797101449275|accuracy|0.07034611701965332|0.029978036880493164|0|0
1613885546.281483|ada|Credit_Card_Approval|{'base_estimator__max_depth': 5, 'learning_rate': 1, 'n_estimators': 100}|0.8260869565217391|0.8792270531400966|accuracy|0.5093510150909424|0.019137144088745117|0|0
1613953174.2357628|dt|Credit_Card_Approval|{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 23}|0.8454106280193237|0.8405797101449275|accuracy|0.004338264465332031|0.002629995346069336|0|0
1613953452.062957|dt|Credit_Card_Approval|{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 23}|0.821256038647343|0.8405797101449275|accuracy|0.004952907562255859|0.0017120838165283203|0|0
